meta_prompt,vanilla_prompt,n1,obj1,n2,obj2,synthetic_prompt
"In one sentence, Describe a real scene about 2 bed and 2 sink.",2 bed and 2 sink,2,bed,2,sink,"two beds and two sinks are situated in a cozy bedroom, creating a comfortable and inviting atmosphere."
"In one sentence, Describe a real scene about 2 toaster and 3 horse.",2 toaster and 3 horse,2,toaster,3,horse,"three horses galloping across a grassy field with two toasters in tow, gleaming in the morning sun."
"In one sentence, Describe a real scene about 2 boat and 2 stop sign.",2 boat and 2 stop sign,2,boat,2,stop sign,"two boats are stopped at two stop signs on a lake, with the sun setting in the background."
"In one sentence, Describe a real scene about 2 broccoli and 3 snowboard.",2 broccoli and 3 snowboard,2,broccoli,3,snowboard,"two broccoli heads are lying on the snow next to three snowboards, as if they had just been used for a fun ride down the mountain."
"In one sentence, Describe a real scene about 2 bus and 3 horse.",2 bus and 3 horse,2,bus,3,horse,two buses and three horses are standing side-by-side in a sunny park.
"In one sentence, Describe a real scene about 2 backpack and 3 couch.",2 backpack and 3 couch,2,backpack,3,couch,two backpacks are sitting on top of three couches in a living room.
"In one sentence, Describe a real scene about 3 knife and 3 remote.",3 knife and 3 remote,3,knife,3,remote,"three knives lay on the table next to three remotes, all seemingly ready to be used."
"In one sentence, Describe a real scene about 3 bus and 3 tie.",3 bus and 3 tie,3,bus,3,tie,"three buses are lined up at a bus stop, each one with a driver wearing a tie."
"In one sentence, Describe a real scene about 2 spoon and 3 spoon.",2 spoon and 3 spoon,2,spoon,3,spoon,"there are two spoons and three spoons sitting on the table next to each other, gleaming in the sunlight."
"In one sentence, Describe a real scene about 3 mouse and 3 mouse.",3 mouse and 3 mouse,3,mouse,3,mouse,"three mice are scurrying around a room, chasing each other in circles and squeaking excitedly."
"In one sentence, Describe a real scene about 3 tie and 2 microwave.",3 tie and 2 microwave,3,tie,2,microwave,"three ties are hung on the wall next to two microwaves, one of which is humming softly."
"In one sentence, Describe a real scene about 2 oven and 3 cat.",2 oven and 3 cat,2,oven,3,cat,"three cats are lounging around two switched-on ovens, warming themselves in the heat."
"In one sentence, Describe a real scene about 2 mouse and 3 suitcase.",2 mouse and 3 suitcase,2,mouse,3,suitcase,"two mice are carrying three suitcases across a room, scurrying away from a nearby cat."
"In one sentence, Describe a real scene about 2 spoon and 2 toothbrush.",2 spoon and 2 toothbrush,2,spoon,2,toothbrush,two spoons and two toothbrushes are laid out side-by-side on a bathroom counter.
"In one sentence, Describe a real scene about 3 frisbee and 2 sports ball.",3 frisbee and 2 sports ball,3,frisbee,2,sports ball,three people are throwing frisbees in the park while two others are playing catch with a football and a soccer ball.
"In one sentence, Describe a real scene about 2 laptop and 3 bird.",2 laptop and 3 bird,2,laptop,3,bird,"three birds are perched atop two laptops, chirping away in the afternoon sun."
"In one sentence, Describe a real scene about 2 skis and 3 frisbee.",2 skis and 3 frisbee,2,skis,3,frisbee,"three friends are skiing down a snowy hill, laughing and throwing frisbees back and forth."
"In one sentence, Describe a real scene about 2 vase and 2 traffic light.",2 vase and 2 traffic light,2,vase,2,traffic light,two vases are sitting on a table near two traffic lights that are changing from green to yellow to red.
"In one sentence, Describe a real scene about 2 chair and 2 tennis racket.",2 chair and 2 tennis racket,2,chair,2,tennis racket,"two people are sitting in two chairs, each holding a tennis racket and discussing their strategy for the upcoming match."
"In one sentence, Describe a real scene about 3 bowl and 3 pizza.",3 bowl and 3 pizza,3,bowl,3,pizza,three bowls filled with pizza slices and three whole pizzas are sitting on the table.
"In one sentence, Describe a real scene about 2 giraffe and 2 bear.",2 giraffe and 2 bear,2,giraffe,2,bear,"two giraffes and two bears are standing in a grassy clearing, looking at each other curiously."
"In one sentence, Describe a real scene about 2 kite and 3 sports ball.",2 kite and 3 sports ball,2,kite,3,sports ball,"two kites are flying high in the sky above a park, while three sports balls are being kicked around by children on the ground below."
"In one sentence, Describe a real scene about 3 backpack and 2 boat.",3 backpack and 2 boat,3,backpack,2,boat,"three people with backpacks are standing on a dock, looking out at two boats bobbing in the water."
"In one sentence, Describe a real scene about 2 baseball glove and 2 surfboard.",2 baseball glove and 2 surfboard,2,baseball glove,2,surfboard,"two people are standing on the beach, each with a baseball glove and a surfboard, ready to catch a wave and play catch."
"In one sentence, Describe a real scene about 3 cat and 2 remote.",3 cat and 2 remote,3,cat,2,remote,"three cats are playing with two remotes, jumping around and batting them across the floor."
"In one sentence, Describe a real scene about 2 bear and 2 fire hydrant.",2 bear and 2 fire hydrant,2,bear,2,fire hydrant,"two bears are standing next to two fire hydrants, sniffing the air curiously."
"In one sentence, Describe a real scene about 3 motorcycle and 3 mouse.",3 motorcycle and 3 mouse,3,motorcycle,3,mouse,"three motorcycles revved their engines in a dusty garage, while three mice scurried around looking for crumbs."
"In one sentence, Describe a real scene about 3 couch and 3 toothbrush.",3 couch and 3 toothbrush,3,couch,3,toothbrush,"three couches are arranged around a room, and three toothbrushes are placed neatly in a cup on the coffee table."
"In one sentence, Describe a real scene about 3 elephant and 2 bus.",3 elephant and 2 bus,3,elephant,2,bus,"three elephants are standing on the side of the road, watching two buses drive by."
"In one sentence, Describe a real scene about 2 apple and 2 hair drier.",2 apple and 2 hair drier,2,apple,2,hair drier,"two people are sitting in a room with two apples and two hair dryers, one person drying their hair with one of the hair dryers while the other person is eating one of the apples"
"In one sentence, Describe a real scene about 3 cake and 2 suitcase.",3 cake and 2 suitcase,3,cake,2,suitcase,"three cakes are sitting on top of two suitcases in a room full of people, ready to be served."
"In one sentence, Describe a real scene about 3 bed and 3 orange.",3 bed and 3 orange,3,bed,3,orange,three beds are arranged in a row with three bright orange pillows placed at the head of each bed.
"In one sentence, Describe a real scene about 2 snowboard and 3 scissors.",2 snowboard and 3 scissors,2,snowboard,3,scissors,"two snowboarders race down a snowy slope, carving turns with three pairs of scissors in their hands."
"In one sentence, Describe a real scene about 2 dog and 3 broccoli.",2 dog and 3 broccoli,2,dog,3,broccoli,two dogs are chasing after three broccoli heads rolling around the living room floor.
"In one sentence, Describe a real scene about 3 umbrella and 2 baseball bat.",3 umbrella and 2 baseball bat,3,umbrella,2,baseball bat,three people are standing in the rain holding umbrellas while two others are playing baseball nearby with two bats.
"In one sentence, Describe a real scene about 2 bottle and 3 teddy bear.",2 bottle and 3 teddy bear,2,bottle,3,teddy bear,there are two bottles and three teddy bears sitting on a table in a child's bedroom.
"In one sentence, Describe a real scene about 2 laptop and 2 knife.",2 laptop and 2 knife,2,laptop,2,knife,"two laptops and two knives are laid out on a table, their surfaces reflecting the light from the overhead lamp."
"In one sentence, Describe a real scene about 2 bowl and 2 apple.",2 bowl and 2 apple,2,bowl,2,apple,"two bowls filled with apples sit on the kitchen counter, each containing two red, ripe apples."
"In one sentence, Describe a real scene about 3 skateboard and 3 pizza.",3 skateboard and 3 pizza,3,skateboard,3,pizza,three skateboarders are enjoying three pizzas while skateboarding in a park.
"In one sentence, Describe a real scene about 3 refrigerator and 2 boat.",3 refrigerator and 2 boat,3,refrigerator,2,boat,three refrigerators are sitting on a dock next to two boats bobbing up and down in the water.
"In one sentence, Describe a real scene about 2 carrot and 3 tie.",2 carrot and 3 tie,2,carrot,3,tie,"two carrots are sitting on a table, with three ties draped over them."
"In one sentence, Describe a real scene about 2 scissors and 3 bowl.",2 scissors and 3 bowl,2,scissors,3,bowl,two scissors are cutting up vegetables in three bowls on a kitchen counter.
"In one sentence, Describe a real scene about 2 sheep and 2 sheep.",2 sheep and 2 sheep,2,sheep,2,sheep,"two sheep are grazing in a meadow while two more sheep stand nearby, watching them intently."
"In one sentence, Describe a real scene about 3 remote and 2 baseball bat.",3 remote and 2 baseball bat,3,remote,2,baseball bat,"three people are standing in a field, each holding a remote in one hand and a baseball bat in the other, ready to play a game."
"In one sentence, Describe a real scene about 3 zebra and 3 tennis racket.",3 zebra and 3 tennis racket,3,zebra,3,tennis racket,"three zebras are standing around three tennis rackets, which are propped up against a fence in the middle of a grassy field."
"In one sentence, Describe a real scene about 2 clock and 2 sheep.",2 clock and 2 sheep,2,clock,2,sheep,"two sheep are standing in a field next to two large clocks, one of which is ticking away the time."
"In one sentence, Describe a real scene about 2 fork and 2 banana.",2 fork and 2 banana,2,fork,2,banana,"two forks are picking up two ripe, yellow bananas from a bowl on a kitchen counter."
"In one sentence, Describe a real scene about 2 tennis racket and 2 broccoli.",2 tennis racket and 2 broccoli,2,tennis racket,2,broccoli,two tennis rackets and two broccoli heads sit side by side on a kitchen counter.
"In one sentence, Describe a real scene about 2 skateboard and 2 toilet.",2 skateboard and 2 toilet,2,skateboard,2,toilet,two skateboarders are grinding on two toilets placed side-by-side in a park.
"In one sentence, Describe a real scene about 3 bottle and 3 toilet.",3 bottle and 3 toilet,3,bottle,3,toilet,three bottles of shampoo are lined up next to three toilets in a public restroom.
"In one sentence, Describe a real scene about 2 baseball bat and 3 kite.",2 baseball bat and 3 kite,2,baseball bat,3,kite,"two baseball bats lay on the grass next to three colorful kites, flapping in the wind."
"In one sentence, Describe a real scene about 2 surfboard and 2 tennis racket.",2 surfboard and 2 tennis racket,2,surfboard,2,tennis racket,"two surfboards and two tennis rackets lay on the beach, ready to be used by the two friends who are about to embark on their day of fun."
"In one sentence, Describe a real scene about 3 toilet and 3 banana.",3 toilet and 3 banana,3,toilet,3,banana,three toilets are lined up in a row next to three ripe yellow bananas on a white tile floor.
"In one sentence, Describe a real scene about 2 fork and 2 bottle.",2 fork and 2 bottle,2,fork,2,bottle,"two forks and two bottles lay on a picnic blanket in the sun, surrounded by a spread of food."
"In one sentence, Describe a real scene about 3 toaster and 3 refrigerator.",3 toaster and 3 refrigerator,3,toaster,3,refrigerator,"three toasters and three refrigerators are lined up side by side in a kitchen, ready to be used."
"In one sentence, Describe a real scene about 3 fire hydrant and 2 mouse.",3 fire hydrant and 2 mouse,3,fire hydrant,2,mouse,"three fire hydrants stand in a row in a park, while two mice scurry around them, searching for food."
"In one sentence, Describe a real scene about 2 stop sign and 3 wine glass.",2 stop sign and 3 wine glass,2,stop sign,3,wine glass,"two stop signs sit on opposite sides of the street, while three wine glasses filled with red wine sit atop a nearby table."
"In one sentence, Describe a real scene about 3 donut and 3 refrigerator.",3 donut and 3 refrigerator,3,donut,3,refrigerator,"three donuts are sitting on top of a refrigerator, while three other refrigerators are lined up next to them."
"In one sentence, Describe a real scene about 3 baseball bat and 3 toilet.",3 baseball bat and 3 toilet,3,baseball bat,3,toilet,three baseball bats are leaning up against three toilets in a public restroom.
"In one sentence, Describe a real scene about 3 refrigerator and 3 toaster.",3 refrigerator and 3 toaster,3,refrigerator,3,toaster,"three refrigerators and three toasters are lined up side by side in a kitchen, each humming and beeping in their own unique way."
"In one sentence, Describe a real scene about 3 vase and 3 bear.",3 vase and 3 bear,3,vase,3,bear,"three vases filled with colorful flowers sit atop a wooden table, while three teddy bears with big smiles look on from nearby chairs."
"In one sentence, Describe a real scene about 3 bear and 3 bus.",3 bear and 3 bus,3,bear,3,bus,"three bears are standing at a bus stop, waiting for three buses to arrive."
"In one sentence, Describe a real scene about 3 teddy bear and 2 handbag.",3 teddy bear and 2 handbag,3,teddy bear,2,handbag,"three teddy bears are sitting on a couch, surrounded by two handbags on the floor."
"In one sentence, Describe a real scene about 2 wine glass and 2 pizza.",2 wine glass and 2 pizza,2,wine glass,2,pizza,two friends are toasting with wine glasses while enjoying two pizzas in a cozy italian restaurant.
"In one sentence, Describe a real scene about 2 laptop and 3 parking meter.",2 laptop and 3 parking meter,2,laptop,3,parking meter,"three parking meters are lined up in a row, with two laptops sitting on top of them."
"In one sentence, Describe a real scene about 2 cake and 3 handbag.",2 cake and 3 handbag,2,cake,3,handbag,"two cakes and three handbags are arranged on a table, with colorful icing and ribbons decorating the cakes and the handbags in various pastel colors."
"In one sentence, Describe a real scene about 2 bench and 3 tennis racket.",2 bench and 3 tennis racket,2,bench,3,tennis racket,"three people are sitting on two benches, talking and laughing while holding three tennis rackets."
"In one sentence, Describe a real scene about 3 toilet and 2 laptop.",3 toilet and 2 laptop,3,toilet,2,laptop,"three people are sitting in a room, each using a laptop while two of them are also using the toilets."
"In one sentence, Describe a real scene about 3 person and 2 skateboard.",3 person and 2 skateboard,3,person,2,skateboard,"three people are riding two skateboards down a sunny sidewalk, laughing and enjoying the day."
"In one sentence, Describe a real scene about 3 toothbrush and 2 bird.",3 toothbrush and 2 bird,3,toothbrush,2,bird,three toothbrushes lined up on the bathroom counter and two birds perched on the windowsill chirping happily.
"In one sentence, Describe a real scene about 3 stop sign and 2 giraffe.",3 stop sign and 2 giraffe,3,stop sign,2,giraffe,"two giraffes are standing near three stop signs, looking around curiously."
"In one sentence, Describe a real scene about 3 motorcycle and 3 laptop.",3 motorcycle and 3 laptop,3,motorcycle,3,laptop,three motorcycles are parked in a line next to three laptops that are all open and running.
"In one sentence, Describe a real scene about 3 cow and 2 broccoli.",3 cow and 2 broccoli,3,cow,2,broccoli,three cows are grazing in a field while two stalks of broccoli sprout nearby.
"In one sentence, Describe a real scene about 2 airplane and 3 cat.",2 airplane and 3 cat,2,airplane,3,cat,two airplanes fly overhead while three cats watch curiously from the ground below.
"In one sentence, Describe a real scene about 3 stop sign and 2 keyboard.",3 stop sign and 2 keyboard,3,stop sign,2,keyboard,"three stop signs are situated at the intersection of two roads, and two keyboards are placed on a desk in a nearby office."
"In one sentence, Describe a real scene about 3 cup and 2 orange.",3 cup and 2 orange,3,cup,2,orange,three cups filled with orange juice and two oranges sitting on the table.
"In one sentence, Describe a real scene about 3 handbag and 3 skateboard.",3 handbag and 3 skateboard,3,handbag,3,skateboard,three handbags and three skateboards are lying in a pile on the sidewalk outside of a skate shop.
"In one sentence, Describe a real scene about 3 suitcase and 3 kite.",3 suitcase and 3 kite,3,suitcase,3,kite,"three suitcases and three kites are sitting side-by-side in a room, ready to be packed and taken on a family vacation."
"In one sentence, Describe a real scene about 2 remote and 3 sandwich.",2 remote and 3 sandwich,2,remote,3,sandwich,"two people sitting at a picnic table in a park, enjoying their sandwiches and chatting over a video call on their phones."
"In one sentence, Describe a real scene about 3 surfboard and 3 oven.",3 surfboard and 3 oven,3,surfboard,3,oven,"three surfboards are lying on the beach next to three ovens, which are all turned off."
"In one sentence, Describe a real scene about 2 pizza and 3 stop sign.",2 pizza and 3 stop sign,2,pizza,3,stop sign,two pizzas are sitting on the sidewalk in front of three stop signs.
"In one sentence, Describe a real scene about 3 kite and 3 tv.",3 kite and 3 tv,3,kite,3,tv,three kids are flying kites in a park while three others are watching their favorite shows on three tvs set up nearby.
"In one sentence, Describe a real scene about 3 bird and 2 pizza.",3 bird and 2 pizza,3,bird,2,pizza,"three birds are perched atop a pizza box, picking at the slices of pizza inside."
"In one sentence, Describe a real scene about 2 keyboard and 2 baseball glove.",2 keyboard and 2 baseball glove,2,keyboard,2,baseball glove,"two people are sitting side-by-side at a desk, typing on their keyboards while holding baseball gloves in their hands."
"In one sentence, Describe a real scene about 3 cup and 3 dog.",3 cup and 3 dog,3,cup,3,dog,three dogs are happily playing with three cups filled with treats.
"In one sentence, Describe a real scene about 2 laptop and 2 skis.",2 laptop and 2 skis,2,laptop,2,skis,"two people are sitting at a table with two laptops, while two skis lean against the wall nearby."
"In one sentence, Describe a real scene about 3 bottle and 2 cow.",3 bottle and 2 cow,3,bottle,2,cow,three bottles of milk are sitting on a wooden fence while two cows graze nearby.
"In one sentence, Describe a real scene about 3 spoon and 3 banana.",3 spoon and 3 banana,3,spoon,3,banana,three spoons lay on a plate next to three ripe bananas on a kitchen counter.
"In one sentence, Describe a real scene about 3 toothbrush and 3 vase.",3 toothbrush and 3 vase,3,toothbrush,3,vase,there are three toothbrushes and three vases arranged in a neat line on the bathroom counter.
"In one sentence, Describe a real scene about 3 tv and 2 laptop.",3 tv and 2 laptop,3,tv,2,laptop,"three tvs and two laptops are set up in a living room, each displaying different content."
"In one sentence, Describe a real scene about 3 zebra and 3 cake.",3 zebra and 3 cake,3,zebra,3,cake,three zebras are eating three delicious cakes in a grassy field.
"In one sentence, Describe a real scene about 2 skis and 2 baseball bat.",2 skis and 2 baseball bat,2,skis,2,baseball bat,two skis and two baseball bats lay side-by-side in a grassy field with the sun setting in the background.
"In one sentence, Describe a real scene about 2 dining table and 2 vase.",2 dining table and 2 vase,2,dining table,2,vase,"two dining tables with two vases filled with fresh flowers are set up in the center of the room, creating a cozy atmosphere."
"In one sentence, Describe a real scene about 3 teddy bear and 2 cup.",3 teddy bear and 2 cup,3,teddy bear,2,cup,three teddy bears are sitting around two cups filled with hot chocolate.
"In one sentence, Describe a real scene about 2 snowboard and 3 tie.",2 snowboard and 3 tie,2,snowboard,3,tie,"three people are snowboarding down a mountain, each wearing vibrant ties to match their snowboarding gear."
"In one sentence, Describe a real scene about 3 toaster and 3 car.",3 toaster and 3 car,3,toaster,3,car,"three toasters are lined up on a kitchen countertop, while three cars are parked in a driveway outside."
"In one sentence, Describe a real scene about 3 bear and 3 potted plant.",3 bear and 3 potted plant,3,bear,3,potted plant,"three bears are walking around three potted plants in a garden, sniffing and examining them."
"In one sentence, Describe a real scene about 2 zebra and 3 refrigerator.",2 zebra and 3 refrigerator,2,zebra,3,refrigerator,"two zebra are standing in a line in front of three refrigerators, looking curiously at the contents inside."
"In one sentence, Describe a real scene about 3 mouse and 2 airplane.",3 mouse and 2 airplane,3,mouse,2,airplane,three mice are scurrying around an airport tarmac while two airplanes take off in the background.
"In one sentence, Describe a real scene about 3 cow and 3 giraffe.",3 cow and 3 giraffe,3,cow,3,giraffe,"three cows and three giraffes are standing in a grassy field, eating the tall grass and looking out at the horizon."
"In one sentence, Describe a real scene about 2 book and 2 pizza.",2 book and 2 pizza,2,book,2,pizza,"two people are sitting at a table, each with a book in one hand and a slice of pizza in the other."
"In one sentence, Describe a real scene about 3 dining table and 3 microwave.",3 dining table and 3 microwave,3,dining table,3,microwave,"three dining tables are set up in a room with three microwaves placed on top of them, ready to be used."
"In one sentence, Describe a real scene about 3 person and 3 tie.",3 person and 3 tie,3,person,3,tie,"three people are standing in a room, all wearing ties of different colors and patterns."
"In one sentence, Describe a real scene about 2 book and 2 teddy bear.",2 book and 2 teddy bear,2,book,2,teddy bear,"two teddy bears are sitting on a shelf next to two books, looking contentedly at each other."
"In one sentence, Describe a real scene about 3 stop sign and 2 elephant.",3 stop sign and 2 elephant,3,stop sign,2,elephant,"there are three stop signs in a row, and two elephants standing beside them, looking around curiously."
"In one sentence, Describe a real scene about 3 fire hydrant and 3 carrot.",3 fire hydrant and 3 carrot,3,fire hydrant,3,carrot,"three fire hydrants stand in the distance, while three carrots lay in the grass nearby."
"In one sentence, Describe a real scene about 3 boat and 3 cat.",3 boat and 3 cat,3,boat,3,cat,"three cats were perched atop three boats, happily watching the waves roll by."
"In one sentence, Describe a real scene about 3 couch and 2 clock.",3 couch and 2 clock,3,couch,2,clock,"three couches are arranged around two clocks on the wall, creating a cozy yet organized living room."
"In one sentence, Describe a real scene about 2 mouse and 3 stop sign.",2 mouse and 3 stop sign,2,mouse,3,stop sign,two mice are scurrying around three stop signs in a busy intersection.
"In one sentence, Describe a real scene about 3 horse and 3 wine glass.",3 horse and 3 wine glass,3,horse,3,wine glass,three horses grazing in a grassy meadow with three wine glasses sitting atop a nearby picnic blanket.
"In one sentence, Describe a real scene about 3 banana and 2 bird.",3 banana and 2 bird,3,banana,2,bird,"three yellow bananas are sitting on a tree branch, with two birds perched nearby chirping happily."
"In one sentence, Describe a real scene about 2 toilet and 2 truck.",2 toilet and 2 truck,2,toilet,2,truck,"two trucks are parked outside two toilets, one of which is a porta-potty."
"In one sentence, Describe a real scene about 2 cat and 3 dining table.",2 cat and 3 dining table,2,cat,3,dining table,two cats are sitting on a dining table surrounded by three other dining tables.
"In one sentence, Describe a real scene about 2 stop sign and 3 backpack.",2 stop sign and 3 backpack,2,stop sign,3,backpack,"two stop signs stand in a busy intersection, and three backpacks lay on the ground nearby."
"In one sentence, Describe a real scene about 3 giraffe and 3 carrot.",3 giraffe and 3 carrot,3,giraffe,3,carrot,three giraffes are happily munching on three carrots in a grassy field.
"In one sentence, Describe a real scene about 3 toothbrush and 2 tie.",3 toothbrush and 2 tie,3,toothbrush,2,tie,three toothbrushes are lined up in a row on the bathroom counter while two ties hang neatly on the door handle.
"In one sentence, Describe a real scene about 2 horse and 2 refrigerator.",2 horse and 2 refrigerator,2,horse,2,refrigerator,two horses are standing next to two refrigerators in a grassy field.
"In one sentence, Describe a real scene about 3 carrot and 2 couch.",3 carrot and 2 couch,3,carrot,2,couch,three carrots are sitting on two couches in a living room.
"In one sentence, Describe a real scene about 3 bottle and 3 boat.",3 bottle and 3 boat,3,bottle,3,boat,three bottles are bobbing in the water next to three boats docked in the harbor.
"In one sentence, Describe a real scene about 3 elephant and 3 bird.",3 elephant and 3 bird,3,elephant,3,bird,"three elephants and three birds are standing in a grassy field, trumpeting and chirping in the warm afternoon sun."
"In one sentence, Describe a real scene about 3 bowl and 3 couch.",3 bowl and 3 couch,3,bowl,3,couch,"three bowls filled with snacks are placed on a large, comfortable couch, surrounded by two smaller couches."
"In one sentence, Describe a real scene about 3 sheep and 3 snowboard.",3 sheep and 3 snowboard,3,sheep,3,snowboard,three sheep are grazing in a snow-covered field while three snowboarders are zooming down a nearby hill.
"In one sentence, Describe a real scene about 3 motorcycle and 2 wine glass.",3 motorcycle and 2 wine glass,3,motorcycle,2,wine glass,"three motorcycles parked by a picnic table with two wine glasses sitting atop it, reflecting the setting sun."
"In one sentence, Describe a real scene about 3 cup and 3 scissors.",3 cup and 3 scissors,3,cup,3,scissors,"three pairs of scissors and three cups are lined up on a table, ready to be used."
"In one sentence, Describe a real scene about 3 toaster and 2 frisbee.",3 toaster and 2 frisbee,3,toaster,2,frisbee,three toasters are sitting on the counter while two frisbees are being thrown around in the backyard.
"In one sentence, Describe a real scene about 2 skateboard and 2 cup.",2 skateboard and 2 cup,2,skateboard,2,cup,"two skateboarders are enjoying a sunny day in the park, each with a cup of coffee in hand."
"In one sentence, Describe a real scene about 2 kite and 2 broccoli.",2 kite and 2 broccoli,2,kite,2,broccoli,two kites are soaring in the sky while two broccoli plants sit in the garden below.
"In one sentence, Describe a real scene about 3 fire hydrant and 2 mouse.",3 fire hydrant and 2 mouse,3,fire hydrant,2,mouse,"three fire hydrants stand in a row, while two mice scurry around them, searching for food."
"In one sentence, Describe a real scene about 3 hair drier and 2 wine glass.",3 hair drier and 2 wine glass,3,hair drier,2,wine glass,three hair dryers are blowing hot air on two wine glasses sitting on a countertop.
"In one sentence, Describe a real scene about 3 microwave and 2 tie.",3 microwave and 2 tie,3,microwave,2,tie,"three microwaves are lined up against the wall, and two ties are draped over them."
"In one sentence, Describe a real scene about 3 fire hydrant and 2 kite.",3 fire hydrant and 2 kite,3,fire hydrant,2,kite,"three fire hydrants stand in a park, while two colorful kites soar high above them in the wind."
"In one sentence, Describe a real scene about 2 car and 2 tennis racket.",2 car and 2 tennis racket,2,car,2,tennis racket,"two cars are parked on a tennis court, with two tennis rackets leaning against one of the cars."
"In one sentence, Describe a real scene about 3 laptop and 2 person.",3 laptop and 2 person,3,laptop,2,person,"two people are sitting at a table with three laptops open in front of them, working together."
"In one sentence, Describe a real scene about 3 spoon and 3 hair drier.",3 spoon and 3 hair drier,3,spoon,3,hair drier,"three people are sitting around a table, each with a spoon in one hand and a hair drier in the other."
"In one sentence, Describe a real scene about 3 sports ball and 2 orange.",3 sports ball and 2 orange,3,sports ball,2,orange,"two orange fruits are sitting on a grassy field, with a soccer ball, basketball, and baseball surrounding them."
"In one sentence, Describe a real scene about 3 bed and 2 donut.",3 bed and 2 donut,3,bed,2,donut,three beds are lined up in a row with two donuts placed in the middle of them.
"In one sentence, Describe a real scene about 2 dog and 3 laptop.",2 dog and 3 laptop,2,dog,3,laptop,three laptops are spread out on a living room floor while two dogs curiously sniff around them.
"In one sentence, Describe a real scene about 3 bicycle and 3 kite.",3 bicycle and 3 kite,3,bicycle,3,kite,three bicyclists riding around a park while three kites soar in the sky above them.
"In one sentence, Describe a real scene about 2 toothbrush and 2 bowl.",2 toothbrush and 2 bowl,2,toothbrush,2,bowl,two toothbrushes are sitting in two white ceramic bowls filled with water next to a sink.
"In one sentence, Describe a real scene about 2 microwave and 3 toilet.",2 microwave and 3 toilet,2,microwave,3,toilet,three toilets and two microwaves are lined up against the wall in a small kitchen.
"In one sentence, Describe a real scene about 3 sandwich and 3 carrot.",3 sandwich and 3 carrot,3,sandwich,3,carrot,"three sandwiches and three carrots are sitting on a plate together, ready to be eaten."
"In one sentence, Describe a real scene about 3 horse and 3 carrot.",3 horse and 3 carrot,3,horse,3,carrot,three horses are happily munching on three carrots in a sunlit meadow.
"In one sentence, Describe a real scene about 3 person and 3 bird.",3 person and 3 bird,3,person,3,bird,three people are standing in a park surrounded by three birds chirping in the trees.
"In one sentence, Describe a real scene about 3 bench and 2 wine glass.",3 bench and 2 wine glass,3,bench,2,wine glass,"three wooden benches are situated around a small table with two glasses of wine on it, creating a cozy atmosphere."
"In one sentence, Describe a real scene about 2 spoon and 2 hot dog.",2 spoon and 2 hot dog,2,spoon,2,hot dog,"two spoons are scooping up hot dogs from a pan on the stove, sending the delicious smell of sizzling hot dogs wafting through the kitchen."
"In one sentence, Describe a real scene about 2 scissors and 2 elephant.",2 scissors and 2 elephant,2,scissors,2,elephant,"two elephants are standing side by side, each holding a pair of scissors in their trunks."
"In one sentence, Describe a real scene about 2 skis and 3 person.",2 skis and 3 person,2,skis,3,person,"three people are skiing down a snowy mountain, two of them on skis and one on a snowboard."
"In one sentence, Describe a real scene about 2 truck and 3 tv.",2 truck and 3 tv,2,truck,3,tv,"two trucks are parked in a driveway, and three tvs are set up inside the house."
"In one sentence, Describe a real scene about 3 banana and 3 broccoli.",3 banana and 3 broccoli,3,banana,3,broccoli,"three bananas and three broccoli are sitting on a kitchen counter, slowly ripening in the warm sunlight."
"In one sentence, Describe a real scene about 3 snowboard and 2 baseball bat.",3 snowboard and 2 baseball bat,3,snowboard,2,baseball bat,"three snowboarders are standing in a line, each holding a baseball bat, ready to hit the slopes."
"In one sentence, Describe a real scene about 3 bus and 2 toothbrush.",3 bus and 2 toothbrush,3,bus,2,toothbrush,"three buses are parked in a row, with two toothbrushes lying on the ground in front of them."
"In one sentence, Describe a real scene about 2 pizza and 3 tennis racket.",2 pizza and 3 tennis racket,2,pizza,3,tennis racket,"two pizzas and three tennis rackets are laid out on a picnic blanket in a park, ready for a fun afternoon of eating and playing."
"In one sentence, Describe a real scene about 3 knife and 3 bench.",3 knife and 3 bench,3,knife,3,bench,"three knives are lying on three benches in a park, glinting in the sunlight."
"In one sentence, Describe a real scene about 3 carrot and 2 frisbee.",3 carrot and 2 frisbee,3,carrot,2,frisbee,"three children are running around in the park, throwing two frisbees and chasing after three carrots."
"In one sentence, Describe a real scene about 2 bowl and 3 zebra.",2 bowl and 3 zebra,2,bowl,3,zebra,two bowls filled with food for three zebras standing in a grassy field.
"In one sentence, Describe a real scene about 3 skateboard and 3 car.",3 skateboard and 3 car,3,skateboard,3,car,three skateboarders are weaving in and out of traffic on the street while three cars drive around them cautiously.
"In one sentence, Describe a real scene about 2 bottle and 2 oven.",2 bottle and 2 oven,2,bottle,2,oven,"two bottles sit on top of two ovens, one filled with a bubbling red liquid and the other with a steaming golden liquid."
"In one sentence, Describe a real scene about 3 bird and 3 mouse.",3 bird and 3 mouse,3,bird,3,mouse,three birds are perched on a branch above three mice scurrying around the base of the tree.
"In one sentence, Describe a real scene about 2 fork and 3 handbag.",2 fork and 3 handbag,2,fork,3,handbag,two forks are lying on the ground beside three handbags.
"In one sentence, Describe a real scene about 2 toothbrush and 3 truck.",2 toothbrush and 3 truck,2,toothbrush,3,truck,"two toothbrushes are on the side of the road, while three trucks drive by in the distance."
